id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
279277445,4511586690087," Màn hình Dynamic AMOLED 2X 6.7 inch QHD+ sắc nét Tần số quét 120Hz hiển thị mượt mà RAM 12GB + bộ nhớ 512GB tốc độ cao Chip hiệu năng mạnh mẽ, xử lý nhanh Camera 50MP hỗ trợ AI chụp ảnh Pin 4900mAh, ...",35990000,35990000,,0,0,0,,available,,1000,1000,,18802,Samsung
279277056,8410361655053, Màn hình AMOLED 6.7 inch QHD+ sắc nét Tần số quét 120Hz mượt mà Chip Snapdragon 8 Elite Gen 5 mạnh mẽ RAM 12GB đa nhiệm cực tốt Camera 50MP hỗ trợ AI chụp đêm Pin 4900mAh dùng cả ngày Sạc nhanh 45W t...,29990000,29990000,,0,0,0,,available,,1000,1000,,18802,Samsung
279255062,9179861496882,"Máy Tính Bảng Xiaomi Redmi Pad 2 Wifi 6GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB Type-C, tài liệu hướng dẫn sử dụng. Mở rộng tầm nhìn, đắm chìm sắc màu- Trang bị màn hì...",4899000,5790000,,891000,15,0,,available,,1000,1000,,25422,Xiaomi
279247627,3986019886853,"• Màn hình lớn 6.9 inch tần số quét cao, hiển thị mượt mà, tối ưu trải nghiệm xem phim và lướt web• Kết nối 5G tốc độ cao, giúp truy cập internet nhanh và ổn định hơn• Hiệu năng ổn định với vi xử lý 8...",4790000,5690000,,900000,16,0,,available,,1000,1000,,25422,Xiaomi
279211779,9051106205843,"• Màn hình lớn 6.7 inch hiển thị rộng rãi, cho trải nghiệm xem phim và giải trí thoải mái• Kết nối 5G tốc độ cao, giúp tải dữ liệu nhanh và xem video trực tuyến mượt mà• Vi xử lý 8 nhân mạnh mẽ, đáp ứ...",4590000,4590000,,0,0,0,,available,,1000,1000,,18802,Samsung
279076815,9532114109557,"Xiaomi Poco M7 sở hữu cấu hình ổn định trong tầm giá, nổi bật với màn hình lớn, hiệu năng mượt mà cho nhu cầu học tập, giải trí và pin dung lượng cao dùng cả ngày. Phiên bản 6GB RAM + 128GB bộ nhớ tro...",4290000,4290000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
279076001,4199044077159,"Điện Thoại Oppo A6t 6GB/256GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn. Màn hình lớn, hiển thị rõ ràng- Trang bị màn hình LCD kích t...",6669000,7490000,,821000,11,0,,available,,1000,1000,,25643,OPPO
279067014,4659144775030,"Điện Thoại Samsung Galaxy A07 6GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Hiển thị mượt mà với tần số quét 90 Hz- Với màn hình 6.7inc...",3379000,3690000,,311000,8,0,,available,,1000,1000,,18802,Samsung
278902698,1900624221229,"Màn hình rộng, hiển thị sống độngHiệu năng ổn định với chip xử lý mạnh mẽPin dung lượng cao, sử dụng cả ngàyCamera chất lượng, bắt trọn khoảnh khắcHỗ trợ sạc nhanh tiện lợiThiết kế...",3690000,3690000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
278831443,5868185566245,"Màn hình 11 inch độ phân giải 2.5K (2560×1600), tần số quét 90Hz hiển thị sắc nét và mượt màChip MediaTek Helio G100-Ultra (6nm) cho hiệu năng ổn định, tiết kiệm năng lượngRAM 6GB + ROM 128GB...",5690000,5690000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
278729165,9382823148985,"Màn hình 8.7 inch LCD, độ phân giải 1340×800, tần số quét 90Hz cho hiển thị mượt màChip MediaTek Helio G99 hiệu năng ổn định, xử lý tốt nhu cầu học tập và giải tríRAM 4GB cùng bộ nhớ trong 64...",4890000,5490000,,600000,11,0,,available,,1000,1000,,18802,Samsung
278672823,5225546133361,"Màn hình 6.7 inch Super AMOLED, độ phân giải Full HD+, tần số quét 90Hz hiển thị mượt màRAM 8GB + bộ nhớ trong 128GB, hỗ trợ thẻ nhớ mở rộng tiện lợiCamera sau 3 ống kính: 50MP (chính, OIS) ...",5390000,5390000,,0,0,0,,available,,1000,1000,,18802,Samsung
278591193,6785005342027,"Màn hình: 6.7 inch Super AMOLED, Full HD+, tần số quét 90HzChipset: Exynos 1330, CPU 8 nhânRAM: 8GBBộ nhớ trong: 128GBCamera sau: 50MP (chính, OIS) + 5MP (góc siêu rộng) + 2MP (macro)Camera trướ...",6390000,6390000,,0,0,0,,available,,1000,1000,,18802,Samsung
278580633,6755921244850,"Màn hình IPS LCD 6.9 inch, Full HD+, tần số quét 144HzChip Snapdragon 685 tám nhân, hiệu năng ổn địnhRAM 8GB, bộ nhớ 128GB, đa nhiệm mượt màCamera chính 50MP, chụp ảnh sắc nétPin 7000m...",5190000,5190000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
278580531,6329455634319,"Màn hình IPS LCD 6.9 inch, Full HD+, tần số quét 144Hz mượt màChip Qualcomm Snapdragon 685 mạnh mẽ, tiết kiệm pinRAM 6GB, bộ nhớ 128GB, đa nhiệm ổn địnhCamera chính 50MP chụp ảnh sắc n...",4790000,4790000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
278540683,2209897162856,"Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Mượt mà, rực rỡ, đã mắt trong từng chi tiết- Trang bị tấ...",5459000,6190000,,731000,12,0,,available,,1000,1000,,18802,Samsung
278500947,5842731931697,"Điện Thoại Realme C71 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn sử dụng.Màn hình lớn, mượt mà, trải nghiệm thị giác cực đã-...",3269000,3990000,,721000,18,1,,available,,1000,1000,,247549,Realme
277962391,9588574157378,...,5790000,5790000,,0,0,0,,available,,1000,1000,,52232,Vivo
277944378,5399550740503,"Điện Thoại Xiaomi Redmi A5 3GB/64GB - Hàng Chính HãngBộ sản phẩm gồm: Thân máy, sạc, cáp USB C, hướng dẫn, cây tháo sim.Màn hình lớn sống động, mượt màTrang bị màn hình lớn 6.88inch giúp người dùn...",2125000,2790000,,665000,24,0,,available,,1000,1000,,25422,Xiaomi
277878418,9718380254835,"Màn hình: 6.7 inch Super AMOLED, HD+, 120HzChipset: UNISOC T7250, CPU 8 nhânRAM: 4GB LPDDR4XBộ nhớ trong: 128GB eMMC 5.1, hỗ trợ thẻ nhớ microSD lên đến 2TBCamera sau: 32MP (f/1.8)Camera trước: ...",3290000,3290000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
277877804,3624597076827,"Màn hình: 6.7 inch Super AMOLED, HD+, 120HzChipset: UNISOC T7250, CPU 8 nhânRAM: 3GB LPDDR4XBộ nhớ trong: 64GB eMMC 5.1, hỗ trợ thẻ nhớ microSD lên đến 2TBCamera sau: 32MP (f/1.8)Camera trước: 8...",2790000,2790000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
277751466,4496263798188,...,10990000,10990000,,0,0,0,,available,,1000,1000,,52232,Vivo
277728993,9670238842743,...,2990000,2990000,,0,0,0,,available,,1000,1000,,52232,Vivo
277707642,4803172041251,"Màn hình: Full HD+, 6,7 inch, Super AMOLED, 120HzChipset: Exynos 1380 (5nm), CPU tám nhân (2 nhân 2,4GHz Cortex-A78 và 6 nhân 2,0GHz Cortex-A55) và GPU Mali-G68Kết nối: Hỗ trợ 5G, Wi-Fi băng tần ké...",7390000,7390000,,0,0,0,,available,,1000,1000,,18802,Samsung
277651890,2008319679126,"Màn hình lớn 6.7 inch HD+ tấm nền PLS LCD hiển thị rõ nét, dễ nhìnTần số quét 60Hz cho thao tác cảm ứng ổn định, mượt màChip MediaTek Dimensity 6300 xử lý mượt các tác vụ cơ bản và giải trí nhẹRAM...",3990000,3990000,,0,0,0,,available,,1000,1000,,18802,Samsung
277512611,5183767309218,"Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp sạc, dụng cụ lấy sim, sách hướng dẫn.Màn hình Amoled 120Hz ấn tượng- Sở hữu màn hình Super Amoled 6.7...",8639000,9990000,,1351000,14,1,,available,,1000,1000,,18802,Samsung
276539826,5275035218388,"Kindle nhẹ và nhỏ gọn nhất - Có đèn nền sáng hơn ở mức tối đa, tỷ lệ tương phản cao hơn và tốc độ lật trang nhanh hơn, mang đến trải nghiệm đọc tốt hơn.Đọc dễ dàng trong mọi điều kiện ánh sáng - Với...",3690000,3690000,,0,0,1,,available,,1000,1000,,147856,Kindle
276451993,7207613175888,"ĐẶC ĐIỂM:- Màn hình 6 inch chống chói, mật độ hiển thị màn hình 300ppi có tỷ lệ tương phản cao hơn và tốc độ lật trang nhanh hơn 25%.- Thời lượng pin có thể kéo dài đến 6 tuần chỉ với một lần sạc qua ...",3690000,3690000,,0,0,0,,available,,1000,1000,,8250430,X eXtreme
276440892,5771895194270,...,4790000,4790000,,0,0,0,,available,,1000,1000,,52232,Vivo
276061374,5465459828487,"Màn hình: IPS LCD 6.7"", HD+, 90HzHệ điều hành: ColorOS 14.0Camera sau: 50 MP + 5 MPCamera trước: 5 MPChipset: Qualcomm Snapdragon 6s 4G Gen 1RAM: 6 GBBộ nhớ trong: 128 GBDung lượng pin: 5100 m...",4990000,4990000,,0,0,0,,available,,1000,1000,,25643,OPPO
275386649,5330776819892,"Điện Thoại Nokia 3210 4G - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp sạc, sách hướng dẫn.Nét mới mẻ trong phong cách của Nokia 3210 4G phiên bản 2024 nằm ở các tùy chọn màu chủ đạo hiệ...",1549000,1790000,,241000,13,2,,available,,1000,1000,,19673,Nokia
274375122,1728231541744,"Màn hình: AMOLED 6.67"", Full HD+(1080 x 2400 pixels)Hệ điều hành: Android 13Camera sau: 200 MP + 8 MP + 2 MPCamera trước: 16 MPChipset: MediaTek Helio G99-Ultra 8 nhânRAM: 8 GBBộ...",7290000,7290000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
271362153,1176146850399,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,3990000,3990000,,0,0,2,,available,,1000,1000,,147856,Kindle
249782771,9173713949009,"Xelex Gama Tab X8 EDU là một thiết bị “tất cả trong một”, hoạt động với năng suất cao và là một công cụ giải trí đa phương tiện mạnh mẽ. Ngoài ra, Xelex Gama Tab X8 còn là người bạn đồng hành tốt nhất...",2890000,2890000,,0,0,0,,available,,1000,1000,,8173499,XELEX
201067649,6927586640656,"LƯU Ý VỀ QUẢNG CÁO TRÊN KINDLE (MÀN HÌNH CHỜ/ẢNH BÌA).... (cập nhật tháng 10/2024)Thông thường bản Kids Edititon thường sẽ tự động cập nhật thành bản không có quảng cáo. Tuy nhiên, trong trường hợp b...",3890000,3890000,,0,0,116,,available,,1000,1000,,147856,Kindle
196197701,5331215465766,"Màn hình: 7.6"" Dynamic AMOLED 2X QXGA+ (2176 x 1812 Pixels), 6.2"" Dynamic AMOLED 2X HD+ (2316 x 904 Pixels)Hệ điều hành: Android 12Camera sau: 50 MP + 12 MP + 10 MPCamera trước: 10 MP + 4 MP...",40990000,40990000,,0,0,0,,available,,1000,1000,,18802,Samsung
193366048,2244198484504,BẢO HÀNH 12 THÁNG TẠI CÁC TTBH OnePlus TOÀN QUỐC [xem thông tin địa chỉ tại website bên dưới].30 NGÀY ĐỔI MỚI 1 - 1 nếu có lỗi từ nhà sản xuất tại các TTBH OnePlus Toàn quốc.HOT LINE HỖ TRỢ MIỄN PHÍ: ...,15990000,15990000,,0,0,0,,available,,1000,1000,,27468,OnePlus 
94453667,4756172867236,Điện thoại VoIP Yealink SIP-T30 là dòng điện thoại thay thế cho các dòng T19 cũ. Điện thoại thoại được trang bị một số công nghệ mới vượt trội hơn dòng cũ.SIP-T30 là dòng điện thoại thông dụng dành c...,1050000,1050000,,0,0,0,,available,,1000,1000,,472079,Yealink
279319829,5531745535366," Màn hình lớn 6.7"" FHD+ hiển thị rõ nét Tần số quét 120Hz mượt mà Hỗ trợ mạng 5G tốc độ cao Chip xử lý ổn định, tiết kiệm pin RAM 6GB/8GB + bộ nhớ 128GB/256GB Camera AI chụp ảnh sắc nét Pin 5000mAh sử...",6690000,6690000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
279307767,4162494645249,"Điện Thoại Realme C85 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn sử dụng.Màn hình lớn 6.8inch- Sở hữu màn hình 6.8inch với t...",4739000,6290000,,1551000,25,0,,available,,1000,1000,,247549,Realme
279303104,3698745564561,"Điện Thoại Realme C85 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn sử dụng.Màn hình lớn 6.8 inch, vuốt chạm mượt mà 144 Hz-...",5769000,8090000,,2321000,29,0,,available,,1000,1000,,247549,Realme
279303035,7479482195215,"Điện Thoại Xiaomi POCO X8 Pro Max 5G 12GB/512GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cốc sạc, cáp USB Type-C, dụng cụ lấy sim,ốp bảo vệ, sách hướng dẫn sử dụng.Màn hình 6.83inch 1.5K mượ...",15939000,17990000,,2051000,11,0,,available,,1000,1000,,25422,Xiaomi
279302057,9572309450106,"Điện Thoại Samsung Galaxy A07 4GB/128GB + Kèm Cốc Sạc 15W - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Màu sắc trung thực, sắc nét- Trang b...",2899000,3990000,,1091000,27,0,,available,,1000,1000,,18802,Samsung
279302041,1953752481763,"Điện Thoại Samsung Galaxy A37 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp sạc, dụng cụ lấy sim, sách hướng dẫn.Màn hình Super AMOLED 6.7 inch hiển thị rõ nét- Sở hữu màn hình ...",10189000,10790000,,601000,6,0,,available,,1000,1000,,18802,Samsung
279297038,9141500319949,"Điện Thoại Samsung Galaxy A57 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp sạc, dụng cụ lấy sim, sách hướng dẫn.Màn hình 6.7inch giúp hình ảnh hiển thị mượt mà- Trang bị màn hì...",11689000,12490000,,801000,6,0,,available,,1000,1000,,18802,Samsung
279292877,1641059054398," Màn hình 11"" 2.5K (2560x1600), 90Hz mượt mà Chip MediaTek Helio G100-Ultra (6nm) RAM 4GB + bộ nhớ 128GB, hỗ trợ thẻ nhớ đến 2TB Hỗ trợ SIM 4G, dùng mọi lúc mọi nơi Pin 9000mAh, sử dụng lâu dài 4 loa ...",5890000,5890000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
279292815,5487890804297," Màn hình 12.1"" 2.5K (2560x1600), 120Hz mượt mà Chip Snapdragon 7s Gen 4 (4nm) mạnh mẽ RAM 6GB + bộ nhớ 128GB, hỗ trợ thẻ nhớ đến 2TB Pin lớn 12000mAh, hỗ trợ sạc nhanh & sạc ngược 1.07 tỷ màu, Do...",7990000,7990000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
279280385,8500642583866," Màn hình AMOLED 120Hz hiển thị mượt Camera chính 200MP sắc nét Hiệu năng ổn định, đa nhiệm tốt Pin dung lượng lớn, sạc nhanh 45W Cảm biến vân tay trong màn hình Kháng nước, bụi IP65 Thiết kế hiện đại...",8990000,8990000,,0,0,0,,available,,1000,1000,,25422,Xiaomi
279278848,7242365767106," Màn hình Super AMOLED 6.7 inch, 120Hz mượt mà Chip Exynos 1480 (4nm) hiệu năng ổn định RAM 6GB/8GB/12GB, bộ nhớ 128GB/256GB Camera 50MP OIS chụp ảnh rõ nét Pin 5000mAh, sạc nhanh 45W Kháng nước bụi c...",10549000,10790000,,241000,2,0,,available,,1000,1000,,18802,Samsung
279254865,1088206600278,"Điện Thoại Xiaomi Redmi Note 15 Pro 5G 12GB/256GB - Hàng Chính HãngBộ sản phẩm bao gồm: Bộ sạc, cáp USB Type-C, dụng cụ tháo sim, ốp bảo vệ, hướng dẫn sử dụng. Màn hình lớn 6.83inch sắc nét- Trang...",8989000,11490000,,2501000,22,1,,available,,1000,1000,,25422,Xiaomi
279254709,6671981793242,"Điện Thoại Samsung Galaxy A16 5G 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim. Hình ảnh sắc nét, chuyển động mượt mà- Trang bị màn hìn...",3849000,5090000,,1241000,24,0,,available,,1000,1000,,18802,Samsung
279212199,6053006839270,"• Màn hình lớn sắc nét, mang lại không gian hiển thị rộng rãi cho xem phim, lướt web và giải trí• Kết nối 5G tốc độ cao, giúp tải dữ liệu nhanh và trải nghiệm internet mượt mà hơn• Hiệu năng ổn định v...",5690000,5690000,,0,0,0,,available,,1000,1000,,18802,Samsung
279174132,8091153616243,"Máy Tính Bảng Samsung Galaxy Tab A11 Wifi 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn sử dụng, dụng cụ lấy thẻ nhớ.Màn hình mượt mà cùng công nghệ TFT L...",3189000,3990000,,801000,20,0,,available,,1000,1000,,18802,Samsung
279075947,9230358849405,"Điện Thoại Oppo A6t 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn.  Màn hình tối ưu cho mọi điều kiện ánh sáng- Sở hữu màn hình...",4169000,4490000,,321000,7,0,,available,,1000,1000,,25643,OPPO
279075629,4813222132184,"Điện Thoại Xiaomi Redmi 15C 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C,ốp lưng, hướng dẫn, cây tháo sim. Màn hình lớn cho trải nghiệm mượt mà- Trang bị màn hình IPS L...",3189000,3690000,,501000,14,0,,available,,1000,1000,,25422,Xiaomi
278833664,8134073855403,"Điện Thoại Samsung Galaxy A07 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim. Không gian giải trí sống động- Sở hữu màn hình ấn tượng kí...",2569000,3090000,,521000,17,0,,available,,1000,1000,,18802,Samsung
277704510,5101949170441,"Điện Thoại Samsung Galaxy A26 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Màn hình 120 Hz mượt mà, trải nghiệm cực đã- Trang bị tấ...",5839000,6990000,,1151000,16,0,,available,,1000,1000,,18802,Samsung
275504716,4233732738468,"Điện Thoại Xiaomi Redmi A3 4GB/128GB - Hàng Chính HãngBộ sản phẩm gồm: Thân máy, sạc, cáp USB C, hướng dẫn, cây tháo sim.Màn hình lớn sử dụng công nghệ IPS LCD- Máy được trang bị màn hình IPS LCD ...",2299000,3290000,,991000,30,2,,available,,1000,1000,,25422,Xiaomi
270794184,4699121670755,"Giới Thiệu Về Kobo ClaraKobo Clara máy đọc sách kích thước 6 inch, đủ lớn để đọc lâu dài và đủ nhỏ gọn của sự cơ động, mang đến những tính năng thường chỉ có trên các dòng máy cao cấp. Với thiết kế t...",5500000,5500000,,0,0,20,,available,,1000,1000,,183625,Kobo
226552005,5087831143894,"– Nhớ 50 số gọi đến 10 số gọi đi.– Khoá đường dài, di động bằng mã._ Hiển thị số gọi đến, gọi đi  Bảo hành 12 tháng chính hãngGiá bán đã bao gồm xuất hoá đơn 10% VAT Lưu ý: Điện thoại khô...",620000,620000,,0,0,23,,available,,1000,1000,,18804,Panasonic
181928208,9218732089500,- Màn hình LCD 1.6” hiển thị rõ nét.- Danh bạ lưu 50 tên và số- Hiển thị số gọi đến*- Nhớ 10 số gọi đi- 6 phím gọi nhanh- Đàm thoại 3 bên- Loa ngoài hai chiều- Khả năng kết nói với repeater mở rộng ph...,1050000,1050000,,0,0,7,,available,,1000,1000,,18804,Panasonic
181928189,6462111366048,Bộ 2 máyMàn hình LCD 1.6” hiển thị rõ nét.Danh bạ lưu 50 tên và sốHiển thị số gọi đến*Nhớ 10 số gọi đi6 phím gọi nhanhĐàm thoại 3 bênLoa ngoài hai chiềuKhả năng kết nói với repeater mở rộng p...,1550000,1550000,,0,0,6,,available,,1000,1000,,18804,Panasonic
181927774,6559785733866,- Bộ nhớ: Danh bạ lưu 120 tên và sốLưu 50 số gọi đếnNhớ 10 số gọi đi - 9 số gọi nhanh- Cấu hình chuẩn : 1 tay. Khả năng mở rộng tối đa tới 6 tay conKhả năng kết nô...,1190000,1190000,,0,0,9,,available,,1000,1000,,18804,Panasonic
181927736,5799675453563," Bộ nhớ: Danh bạ lưu 120 tên và số, Lưu 50 số gọi đến* ,Nhớ 10 số gọi đi - 9 số gọi nhanh- Màu sắc: đen- Cấu hình: cấu hình chuẩn : 2 tay 1 mẹ +1 con. Khả năng mở rộng t...",1850000,1850000,,0,0,6,,available,,1000,1000,,18804,Panasonic
181927718,8652193937082,• Màn hình LCD 1.6” hiển thị rõ nét.• Danh bạ lưu 50 tên và số• Hiển thị số gọi đến*• Nhớ 10 số gọi đi• 6 phím gọi nhanh• Đàm thoại 3 bên• Loa ngoài hai chiều• Khả năng kết nói với repeater mở rộng ph...,2150000,2150000,,0,0,3,,available,,1000,1000,,18804,Panasonic
173789184,3981361426341,"TC 990 : Chuyên treo tường, có thể để bàn Phù hợp sử dụng trong phòng bếp, phòng tắm,cầu thangCó thể sử dụng thử đường lineBảo hành 12 tháng chính hãngGiá bán đã có Vat...",250000,250000,,0,0,7,,available,,1000,1000,,216771,Uniden
172537996,9753773128928,"Điện thoại bàn IP model H2P (Có PoE), hiệu Alcatel - Lucent- Màn hình 2.3” 128x64 có đèn nền- 2 tài khoản SIP accOunt- Danh bạ lên tới 1,000 contact- Cổng tai nghe RJ9, Wideband HD handset- OpenVPN- 2...",2220000,2220000,,0,0,0,,available,,1000,1000,,31978,Alcatel
164213695,3591297968151,"Màn hình LCD 1.4 inch hiển thị số gọi đến, đi rõ ràngDanh bạ lưu 50 tên và số giúp liên lạc dễ dàng Hỗ trợ 10 nhạc chuông tùy chọn âm thanh phù hợpChức năng gọi lại số gần nhất, nhanh nhất chỉ với...",850000,850000,,0,0,18,,available,,1000,1000,,18804,Panasonic
156222386,2334894760134,"- Nhớ được 50 số gọi đến và 20 số gọi đi.- Danh bạ lưu được 50 số điện thoại.- Gọi nhanh bằng một phím bấm: 20 số.- Sphone (loa ngoài) hai chiều kỹ thuật số.- Kiểu dáng mới lạ.- Chế độ câm tiếng, có n...",489000,489000,,0,0,0,,available,,1000,1000,,18804,Panasonic
140940220,4204928477406,"Bản nâng cấp của Kobo Forma mới ra mắt, mở bán lần đầu trên thế giới ngày 20/10/2021. Libra 2 và Sage là những chiếc máy đọc được mong chờ nhất cuối năm 2021. ĐẶC TRƯNG CỦA DÒNG MÁY:KÍCH THƯỚC MÀN:...",8390000,8390000,,0,0,10,,available,,1000,1000,,183625,Kobo
139632023,5335316283985," LIBRA 2:Mở bán ngày 20/10/2021, Libra 2 gây ""bão"" cộng đồng máy đọc và được mệnh danh là “đồ công nghệ đáng mua nhất năm 2021”. Doanh số kỷ lục trong phân khúc cao cấp khiến Techradar cập n...",8600000,8600000,,0,0,56,,available,,1000,1000,,183625,Kobo
117347869,2376905437980,"       ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960   CHẤT LƯỢNG ÂM THANH TRUNG THỰC VÀ MẠNH MẼ   THU ÂM ĐA HƯỚNG VỚI KHOẢNG CÁCH RỘNG   ● Với khả năng thu âm đa hướng(3600) với khoảng cách lên đến 6m, Ye...",15230000,15230000,,0,0,0,,available,,1000,1000,,472079,Yealink
102620086,4597720295577,       Yealink HD Voice   2.3” 132×64-pixel graphical LCD   1 tài khoản SIP   Hội nghị được 5 bên   Hỗ trợ EHS Wireless Headset   Unifed Firmware   Hỗ trợ YDMP/YMCS   TÍNH NĂNG ĐIỆN THOẠI Y...,1200000,1200000,,0,0,0,,available,,1000,1000,,472079,Yealink
53380152,1033646664991,"Điện thoại IP Fanvil X1SĐầy đủ tính năng, hiệu quả cao-Fanvil X1S / X1SP nổi bật với vẻ ngoài thanh lịch hoàn toàn mới với màn hình đèn nền rõ ràng và các phím dòng mới được thêm vào với đèn LED, gi...",950000,950000,,0,0,0,,available,,1000,1000,,525323,Fanvil
29440849,8139855205437,"Hỗ trợ SIP V2.0 (RFC 3261,3262, 3263,3264)2*10/100 m RJ45 Cổng128*64 TFT2 Line-Phím & 2 tài khoản SIP4 các nút tùy chỉnh cho MÀN HÌNH LCD để lựa chọn10 phím đa chức năng, (Nếu Không Có BLF)Hỗ trợ ...",1650000,1650000,,0,0,0,,available,,1000,1000,,522685,Flyingvoice
4048581,5786167456410,"Thiết kế nổi bật, tiện íchĐiện Thoại Bàn Panasonic KX-TSC11 được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với màu sắc bắt mắt KX-TS500 làm cho căn phòng của bạn thêm nổi bật. Máy thích hợ...",739000,739000,,0,0,9,,available,,1000,1000,,18804,Panasonic
